scenario_id,Компонент,Наименование партии,"Массовая доля, %","Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Время испытания | - Daimler Oxidation Test (DOT), ч","Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Дозировка катализатора, категория"
train_46,Базовое_масло_2,03275.23,72.545,160,168,-23.35,25.82,0,1
train_46,Базовое_масло_3,01278.24,11.036,160,168,-23.35,25.82,0,1
train_46,Базовое_масло_5,0767.24,70.369,160,168,-23.35,25.82,0,1
train_46,Депрессорная_присадка_1,0800.24,26.931,160,168,-23.35,25.82,0,1
train_46,Детергент_1,03203.23,38.465,160,168,-23.35,25.82,0,1
train_46,Детергент_2,01297.23,80.120,160,168,-23.35,25.82,0,1
train_46,Дисперсант_1,03067.22,33.644,160,168,-23.35,25.82,0,1
train_46,Загуститель_1,01076.24 10% в HVI-4,90.699,160,168,-23.35,25.82,0,1
train_46,Противоизносная_присадка_1,01296.23,26.586,160,168,-23.35,25.82,0,1
train_47,Базовое_масло_10,01667.22,8.796,160,168,-12.23,57.42,0,1
train_47,Базовое_масло_13,0934.22,2.109,160,168,-12.23,57.42,0,1
train_47,Базовое_масло_2,01767.22,77.069,160,168,-12.23,57.42,0,1
train_47,Базовое_масло_3,01600.22,68.008,160,168,-12.23,57.42,0,1
train_47,Депрессорная_присадка_1,9518.22,38.014,160,168,-12.23,57.42,0,1
train_47,Загуститель_1,"01007.22 (8,2%)",10.921,160,168,-12.23,57.42,0,1
train_47,Противоизносная_присадка_15,KT2022021001,47.162,160,168,-12.23,57.42,0,1
train_48,Базовое_масло_10,01667.22,58.829,160,168,5.59,36.92,0,1
train_48,Базовое_масло_13,0934.22,2.109,160,168,5.59,36.92,0,1
train_48,Базовое_масло_2,01767.22,77.069,160,168,5.59,36.92,0,1
train_48,Базовое_масло_3,01600.22,68.008,160,168,5.59,36.92,0,1
train_48,Депрессорная_присадка_1,9518.22,38.014,160,168,5.59,36.92,0,1
train_48,Загуститель_1,"01007.22 (8,2%)",10.921,160,168,5.59,36.92,0,1
train_48,Противоизносная_присадка_14,COMP-2022-0042-M,11.768,160,168,5.59,36.92,0,1
train_49,Базовое_масло_10,01667.22,46.745,160,168,-19.33,31.16,0,1
train_49,Базовое_масло_13,0934.22,2.109,160,168,-19.33,31.16,0,1
train_49,Базовое_масло_2,01767.22,77.069,160,168,-19.33,31.16,0,1
train_49,Базовое_масло_3,01600.22,68.008,160,168,-19.33,31.16,0,1
train_49,Депрессорная_присадка_1,9518.22,38.014,160,168,-19.33,31.16,0,1
train_49,Загуститель_1,"01007.22 (8,2%)",10.921,160,168,-19.33,31.16,0,1
train_49,Противоизносная_присадка_13,образец,7.659,160,168,-19.33,31.16,0,1
train_50,Антиоксидант_7,п.EQ2023082507,17.074,160,168,-12.44,66.03,0,1
train_50,Антиоксидант_8,COMP-2024-0009-M,56.357,160,168,-12.44,66.03,0,1
train_50,Антипенная_присадка_1,12 от 13.05.2024,3.991,160,168,-12.44,66.03,0,1
train_50,Базовое_масло_1,0318.25,39.272,160,168,-12.44,66.03,0,1
train_50,Базовое_масло_1,0318.25,17.352,160,168,-12.44,66.03,0,1
train_50,Базовое_масло_14,Р-10 от 13.05.2024,84.281,160,168,-12.44,66.03,0,1
train_50,Базовое_масло_7,095.25,91.951,160,168,-12.44,66.03,0,1
train_50,Депрессорная_присадка_1,0862.24,26.931,160,168,-12.44,66.03,0,1
train_50,Детергент_1,0269.25,13.741,160,168,-12.44,66.03,0,1
train_50,Детергент_9,0241.25,80.120,160,168,-12.44,66.03,0,1
train_50,Дисперсант_4,08.07.24,3.249,160,168,-12.44,66.03,0,1
train_50,Загуститель_1,"0396.25 9,8% 2 гр",51.493,160,168,-12.44,66.03,0,1
train_50,Противоизносная_присадка_11,0242.25,31.092,160,168,-12.44,66.03,0,1
train_51,Антиоксидант_7,п.EQ2023082507,39.573,160,168,-8.49,86.06,0,1
train_51,Антиоксидант_8,COMP-2024-0009-M,62.603,160,168,-8.49,86.06,0,1
train_51,Антипенная_присадка_1,12 от 13.05.2024,3.991,160,168,-8.49,86.06,0,1
train_51,Базовое_масло_1,0318.25,39.272,160,168,-8.49,86.06,0,1
train_51,Базовое_масло_1,0318.25,71.865,160,168,-8.49,86.06,0,1
train_51,Базовое_масло_14,Р-10 от 13.05.2024,84.281,160,168,-8.49,86.06,0,1
train_51,Базовое_масло_7,095.25,91.951,160,168,-8.49,86.06,0,1
train_51,Депрессорная_присадка_1,0862.24,26.931,160,168,-8.49,86.06,0,1
train_51,Детергент_1,0269.25,38.465,160,168,-8.49,86.06,0,1
train_51,Детергент_9,0241.25,56.271,160,168,-8.49,86.06,0,1
train_51,Дисперсант_4,08.07.24,86.423,160,168,-8.49,86.06,0,1
train_51,Загуститель_1,"0396.25 9,8% 2 гр",51.493,160,168,-8.49,86.06,0,1
train_51,Противоизносная_присадка_11,0242.25,61.862,160,168,-8.49,86.06,0,1
train_52,Антиоксидант_5,32,56.357,160,168,-10.35,24.07,0,1
train_52,Антиоксидант_6,нет номера у образца,26.931,160,168,-10.35,24.07,0,1
train_52,Антипенная_присадка_1,0940.22,3.991,160,168,-10.35,24.07,0,1
train_52,Базовое_масло_16,25721.17,84.281,160,168,-10.35,24.07,0,1
train_52,Базовое_масло_2,02596.22,45.461,160,168,-10.35,24.07,0,1
train_52,Базовое_масло_3,01939.22,53.338,160,168,-10.35,24.07,0,1
train_52,Депрессорная_присадка_3,28446.22,56.357,160,168,-10.35,24.07,0,1
train_52,Детергент_1,0174.22,21.197,160,168,-10.35,24.07,0,1
train_52,Детергент_4,02623.22,31.092,160,168,-10.35,24.07,0,1
train_52,Дисперсант_1,36524.20,2.109,160,168,-10.35,24.07,0,1
train_52,Загуститель_2,0773.22 (8.5%),3.053,160,168,-10.35,24.07,0,1
train_52,Противоизносная_присадка_10,02028.22,92.118,160,168,-10.35,24.07,0,1
train_52,Соединение_молибдена_2,01762.22,95.918,160,168,-10.35,24.07,0,1
train_53,Антиоксидант_5,32,56.357,160,168,-10.17,29.96,0,1
train_53,Антиоксидант_6,нет номера у образца,26.931,160,168,-10.17,29.96,0,1
train_53,Антипенная_присадка_1,0940.22,3.991,160,168,-10.17,29.96,0,1
train_53,Базовое_масло_16,25721.17,84.281,160,168,-10.17,29.96,0,1
train_53,Базовое_масло_2,02596.22,45.461,160,168,-10.17,29.96,0,1
train_53,Базовое_масло_3,01939.22,56.784,160,168,-10.17,29.96,0,1
train_53,Депрессорная_присадка_3,28446.22,56.357,160,168,-10.17,29.96,0,1
train_53,Детергент_1,0174.22,76.331,160,168,-10.17,29.96,0,1
train_53,Детергент_4,02623.22,72.282,160,168,-10.17,29.96,0,1
train_53,Дисперсант_1,36524.20,2.109,160,168,-10.17,29.96,0,1
train_53,Загуститель_2,0773.22 (8.5%),3.053,160,168,-10.17,29.96,0,1
train_53,Противоизносная_присадка_10,02028.22,92.118,160,168,-10.17,29.96,0,1
train_53,Соединение_молибдена_2,01762.22,95.918,160,168,-10.17,29.96,0,1
train_54,Антиоксидант_5,32,56.357,160,168,-9.59,32.08,0,1
train_54,Антиоксидант_6,нет номера у образца,26.931,160,168,-9.59,32.08,0,1
train_54,Антипенная_присадка_1,0940.22,3.991,160,168,-9.59,32.08,0,1
train_54,Базовое_масло_16,25721.17,84.281,160,168,-9.59,32.08,0,1
train_54,Базовое_масло_2,02596.22,45.461,160,168,-9.59,32.08,0,1
train_54,Базовое_масло_3,01939.22,41.763,160,168,-9.59,32.08,0,1
train_54,Депрессорная_присадка_3,28446.22,56.357,160,168,-9.59,32.08,0,1
train_54,Детергент_1,0174.22,50.431,160,168,-9.59,32.08,0,1
train_54,Детергент_4,02623.22,10.168,160,168,-9.59,32.08,0,1
train_54,Дисперсант_1,36524.20,2.109,160,168,-9.59,32.08,0,1
train_54,Загуститель_2,0773.22 (8.5%),3.053,160,168,-9.59,32.08,0,1
train_54,Противоизносная_присадка_10,02028.22,92.118,160,168,-9.59,32.08,0,1
train_54,Соединение_молибдена_2,01762.22,95.918,160,168,-9.59,32.08,0,1
train_55,Антиоксидант_5,32,56.357,160,168,-9.39,31.54,0,1
train_55,Антиоксидант_6,нет номера у образца,26.931,160,168,-9.39,31.54,0,1
train_55,Антипенная_присадка_1,0940.22,3.991,160,168,-9.39,31.54,0,1
train_55,Базовое_масло_16,25721.17,84.281,160,168,-9.39,31.54,0,1
train_55,Базовое_масло_2,02596.22,45.461,160,168,-9.39,31.54,0,1
train_55,Базовое_масло_3,01939.22,17.045,160,168,-9.39,31.54,0,1
train_55,Депрессорная_присадка_3,28446.22,56.357,160,168,-9.39,31.54,0,1
train_55,Детергент_4,02623.22,31.092,160,168,-9.39,31.54,0,1
train_55,Детергент_6,02657.22,74.243,160,168,-9.39,31.54,0,1
train_55,Дисперсант_1,36524.20,2.109,160,168,-9.39,31.54,0,1
train_55,Загуститель_2,0773.22 (8.5%),3.053,160,168,-9.39,31.54,0,1
train_55,Противоизносная_присадка_10,02028.22,92.118,160,168,-9.39,31.54,0,1
train_55,Соединение_молибдена_2,01762.22,95.918,160,168,-9.39,31.54,0,1
train_56,Антиоксидант_1,02717.22,26.931,160,168,-12.46,31.79,0,1
train_56,Антиоксидант_4,01050.22,56.357,160,168,-12.46,31.79,0,1
train_56,Антипенная_присадка_1,0940.22,3.991,160,168,-12.46,31.79,0,1
train_56,Базовое_масло_16,02959.22,84.281,160,168,-12.46,31.79,0,1
train_56,Базовое_масло_2,02596.22,45.461,160,168,-12.46,31.79,0,1
train_56,Базовое_масло_3,02598.22,73.216,160,168,-12.46,31.79,0,1
train_56,Депрессорная_присадка_3,28446.22,56.357,160,168,-12.46,31.79,0,1
train_56,Детергент_1,0174.22,21.197,160,168,-12.46,31.79,0,1
train_56,Детергент_2,02957.22,34.506,160,168,-12.46,31.79,0,1
train_56,Дисперсант_1,36524.20,2.109,160,168,-12.46,31.79,0,1
train_56,Загуститель_2,0773.22 (8.5%),3.053,160,168,-12.46,31.79,0,1
train_56,Противоизносная_присадка_1,02958.22,26.586,160,168,-12.46,31.79,0,1
train_56,Соединение_молибдена_2,01762.22,70.832,160,168,-12.46,31.79,0,1
train_57,Антиоксидант_1,02717.22,26.931,160,168,-11.27,27.83,0,1
train_57,Антиоксидант_4,01050.22,56.357,160,168,-11.27,27.83,0,1
train_57,Антипенная_присадка_1,0940.22,3.991,160,168,-11.27,27.83,0,1
train_57,Базовое_масло_16,02959.22,84.281,160,168,-11.27,27.83,0,1
train_57,Базовое_масло_2,02596.22,45.461,160,168,-11.27,27.83,0,1
train_57,Базовое_масло_3,02598.22,37.779,160,168,-11.27,27.83,0,1
train_57,Депрессорная_присадка_3,28446.22,56.357,160,168,-11.27,27.83,0,1
train_57,Детергент_1,0174.22,21.197,160,168,-11.27,27.83,0,1
train_57,Детергент_6,03340.22,25.852,160,168,-11.27,27.83,0,1
train_57,Дисперсант_1,36524.20,2.109,160,168,-11.27,27.83,0,1
train_57,Загуститель_2,0773.22 (8.5%),3.053,160,168,-11.27,27.83,0,1
train_57,Противоизносная_присадка_1,02958.22,26.586,160,168,-11.27,27.83,0,1
train_57,Соединение_молибдена_2,01762.22,58.040,160,168,-11.27,27.83,0,1
train_58,Антиоксидант_1,02717.22,26.931,160,168,-10.34,25.27,0,1
train_58,Антиоксидант_4,01050.22,56.357,160,168,-10.34,25.27,0,1
train_58,Антипенная_присадка_1,0940.22,3.991,160,168,-10.34,25.27,0,1
train_58,Базовое_масло_16,02959.22,84.281,160,168,-10.34,25.27,0,1
train_58,Базовое_масло_2,02596.22,45.461,160,168,-10.34,25.27,0,1
train_58,Базовое_масло_3,02598.22,67.671,160,168,-10.34,25.27,0,1
train_58,Депрессорная_присадка_3,28446.22,56.357,160,168,-10.34,25.27,0,1
train_58,Детергент_1,0174.22,21.197,160,168,-10.34,25.27,0,1
train_58,Детергент_2,02957.22,34.506,160,168,-10.34,25.27,0,1
train_58,Дисперсант_1,36524.20,2.109,160,168,-10.34,25.27,0,1
train_58,Загуститель_2,0773.22 (8.5%),3.053,160,168,-10.34,25.27,0,1
train_58,Противоизносная_присадка_1,02958.22,26.586,160,168,-10.34,25.27,0,1
train_58,Соединение_молибдена_2,01762.22,95.918,160,168,-10.34,25.27,0,1
train_59,Антиоксидант_1,02717.22,26.931,160,168,-11.63,25.33,0,1
train_59,Антиоксидант_4,01050.22,56.357,160,168,-11.63,25.33,0,1
train_59,Антипенная_присадка_1,0940.22,3.991,160,168,-11.63,25.33,0,1
train_59,Базовое_масло_16,02959.22,84.281,160,168,-11.63,25.33,0,1
train_59,Базовое_масло_2,02596.22,45.461,160,168,-11.63,25.33,0,1
train_59,Базовое_масло_3,02598.22,64.104,160,168,-11.63,25.33,0,1
train_59,Депрессорная_присадка_3,28446.22,56.357,160,168,-11.63,25.33,0,1
train_59,Детергент_1,0174.22,21.197,160,168,-11.63,25.33,0,1
train_59,Детергент_2,02957.22,34.506,160,168,-11.63,25.33,0,1
train_59,Дисперсант_1,36524.20,2.109,160,168,-11.63,25.33,0,1
train_59,Загуститель_2,0773.22 (8.5%),3.053,160,168,-11.63,25.33,0,1
train_59,Противоизносная_присадка_1,02958.22,26.586,160,168,-11.63,25.33,0,1
train_59,Соединение_молибдена_2,01762.22,58.040,160,168,-11.63,25.33,0,1
train_60,Антиоксидант_1,02717.22,26.931,160,168,-11.57,27.21,0,1
train_60,Антиоксидант_4,01050.22,56.357,160,168,-11.57,27.21,0,1
train_60,Антипенная_присадка_1,0940.22,3.991,160,168,-11.57,27.21,0,1
train_60,Базовое_масло_16,02959.22,84.281,160,168,-11.57,27.21,0,1
train_60,Базовое_масло_2,02596.22,45.461,160,168,-11.57,27.21,0,1
train_60,Базовое_масло_3,02598.22,43.021,160,168,-11.57,27.21,0,1
train_60,Депрессорная_присадка_3,28446.22,56.357,160,168,-11.57,27.21,0,1
train_60,Детергент_1,0174.22,21.197,160,168,-11.57,27.21,0,1
train_60,Детергент_2,02957.22,34.506,160,168,-11.57,27.21,0,1
train_60,Дисперсант_1,36524.20,56.698,160,168,-11.57,27.21,0,1
train_60,Загуститель_2,0773.22 (8.5%),3.053,160,168,-11.57,27.21,0,1
train_60,Противоизносная_присадка_1,02958.22,26.586,160,168,-11.57,27.21,0,1
train_60,Соединение_молибдена_2,01762.22,58.040,160,168,-11.57,27.21,0,1
train_61,Антиоксидант_1,02717.22,26.931,160,168,-11.12,28.47,0,1
train_61,Антиоксидант_4,01050.22,56.357,160,168,-11.12,28.47,0,1
train_61,Антипенная_присадка_1,0940.22,3.991,160,168,-11.12,28.47,0,1
train_61,Базовое_масло_16,02959.22,84.281,160,168,-11.12,28.47,0,1
train_61,Базовое_масло_2,02596.22,45.461,160,168,-11.12,28.47,0,1
train_61,Базовое_масло_3,02598.22,64.104,160,168,-11.12,28.47,0,1
train_61,Депрессорная_присадка_3,28446.22,56.357,160,168,-11.12,28.47,0,1
train_61,Детергент_1,0174.22,21.197,160,168,-11.12,28.47,0,1
train_61,Детергент_2,02957.22,34.506,160,168,-11.12,28.47,0,1
train_61,Дисперсант_1,36524.20,2.109,160,168,-11.12,28.47,0,1
train_61,Загуститель_2,0773.22 (8.5%),3.053,160,168,-11.12,28.47,0,1
train_61,Противоизносная_присадка_20,02976.22,26.586,160,168,-11.12,28.47,0,1
train_61,Соединение_молибдена_2,01762.22,58.040,160,168,-11.12,28.47,0,1
train_62,Антиоксидант_1,02717.22,26.931,160,168,-8.33,27.92,0,1
train_62,Антиоксидант_4,01050.22,56.357,160,168,-8.33,27.92,0,1
train_62,Антипенная_присадка_1,0940.22,3.991,160,168,-8.33,27.92,0,1
train_62,Базовое_масло_16,02959.22,84.281,160,168,-8.33,27.92,0,1
train_62,Базовое_масло_2,02596.22,45.461,160,168,-8.33,27.92,0,1
train_62,Базовое_масло_3,02598.22,12.007,160,168,-8.33,27.92,0,1
train_62,Депрессорная_присадка_3,28446.22,56.357,160,168,-8.33,27.92,0,1
train_62,Детергент_1,0174.22,21.197,160,168,-8.33,27.92,0,1
train_62,Детергент_2,02957.22,34.506,160,168,-8.33,27.92,0,1
train_62,Дисперсант_1,36524.20,56.698,160,168,-8.33,27.92,0,1
train_62,Загуститель_2,0773.22 (8.5%),3.053,160,168,-8.33,27.92,0,1
train_62,Противоизносная_присадка_1,02958.22,26.586,160,168,-8.33,27.92,0,1
train_62,Соединение_молибдена_2,01762.22,95.918,160,168,-8.33,27.92,0,1
train_63,Антиоксидант_1,02717.22,26.931,160,168,-8.37,27.75,0,1
train_63,Антиоксидант_4,01050.22,56.357,160,168,-8.37,27.75,0,1
train_63,Антипенная_присадка_1,0940.22,3.991,160,168,-8.37,27.75,0,1
train_63,Базовое_масло_16,02959.22,84.281,160,168,-8.37,27.75,0,1
train_63,Базовое_масло_2,02596.22,45.461,160,168,-8.37,27.75,0,1
train_63,Базовое_масло_3,02598.22,76.442,160,168,-8.37,27.75,0,1
train_63,Депрессорная_присадка_3,28446.22,56.357,160,168,-8.37,27.75,0,1
train_63,Детергент_1,0174.22,21.197,160,168,-8.37,27.75,0,1
train_63,Детергент_6,03340.22,25.852,160,168,-8.37,27.75,0,1
train_63,Дисперсант_1,36524.20,2.109,160,168,-8.37,27.75,0,1
train_63,Загуститель_2,0773.22 (8.5%),3.053,160,168,-8.37,27.75,0,1
train_63,Противоизносная_присадка_1,02958.22,26.586,160,168,-8.37,27.75,0,1
train_63,Соединение_молибдена_2,01762.22,95.918,160,168,-8.37,27.75,0,1
train_64,Антиоксидант_1,01028.23,26.931,160,168,-9.63,27.94,0,1
train_64,Антиоксидант_10,4793.19,43.971,160,168,-9.63,27.94,0,1
train_64,Антиоксидант_4,01050.22,56.357,160,168,-9.63,27.94,0,1
train_64,Антипенная_присадка_1,0940.22,3.991,160,168,-9.63,27.94,0,1
train_64,Базовое_масло_16,02959.22,84.281,160,168,-9.63,27.94,0,1
train_64,Базовое_масло_2,02596.22,55.626,160,168,-9.63,27.94,0,1
train_64,Базовое_масло_3,0754/23,79.813,160,168,-9.63,27.94,0,1
train_64,Депрессорная_присадка_3,28446.22,56.357,160,168,-9.63,27.94,0,1
train_64,Детергент_1,из 328 р-р 01295.23,21.197,160,168,-9.63,27.94,0,1
train_64,Детергент_2,02957.22,34.506,160,168,-9.63,27.94,0,1
train_64,Дисперсант_1,03067.22,56.698,160,168,-9.63,27.94,0,1
train_64,Загуститель_2,0773.22 (8.5%),43.118,160,168,-9.63,27.94,0,1
train_64,Противоизносная_присадка_1,02958.22,26.586,160,168,-9.63,27.94,0,1
train_65,Антиоксидант_1,01028.23,26.931,160,168,-10.22,27.95,0,1
train_65,Антиоксидант_4,01050.22,56.357,160,168,-10.22,27.95,0,1
train_65,Антипенная_присадка_1,0940.22,3.991,160,168,-10.22,27.95,0,1
train_65,Базовое_масло_16,02959.22,84.281,160,168,-10.22,27.95,0,1
train_65,Базовое_масло_2,02596.22,55.626,160,168,-10.22,27.95,0,1
train_65,Базовое_масло_3,01487.23,8.664,160,168,-10.22,27.95,0,1
train_65,Депрессорная_присадка_3,28446.22,56.357,160,168,-10.22,27.95,0,1
train_65,Детергент_1,из 328 р-р 01295.23,21.197,160,168,-10.22,27.95,0,1
train_65,Детергент_2,02957.22,34.506,160,168,-10.22,27.95,0,1
train_65,Дисперсант_1,03067.22,56.698,160,168,-10.22,27.95,0,1
train_65,Загуститель_2,0773.22 (8.5%),43.118,160,168,-10.22,27.95,0,1
train_65,Противоизносная_присадка_1,02958.22,26.586,160,168,-10.22,27.95,0,1
train_65,Соединение_молибдена_5,COMP-2023-0002-M,95.918,160,168,-10.22,27.95,0,1
train_66,Антиоксидант_1,01028.23,26.931,160,168,-9.86,25.36,0,1
train_66,Антиоксидант_4,01050.22,56.357,160,168,-9.86,25.36,0,1
train_66,Антипенная_присадка_1,0940.22,3.991,160,168,-9.86,25.36,0,1
train_66,Базовое_масло_16,02959.22,84.281,160,168,-9.86,25.36,0,1
train_66,Базовое_масло_2,02596.22,55.626,160,168,-9.86,25.36,0,1
train_66,Базовое_масло_3,0754/23,8.664,160,168,-9.86,25.36,0,1
train_66,Депрессорная_присадка_3,28446.22,56.357,160,168,-9.86,25.36,0,1
train_66,Детергент_1,из 328 р-р 01295.23,21.197,160,168,-9.86,25.36,0,1
train_66,Детергент_2,02957.22,34.506,160,168,-9.86,25.36,0,1
train_66,Дисперсант_1,03067.22,56.698,160,168,-9.86,25.36,0,1
train_66,Загуститель_2,0773.22 (8.5%),43.118,160,168,-9.86,25.36,0,1
train_66,Противоизносная_присадка_1,02958.22,26.586,160,168,-9.86,25.36,0,1
train_66,Соединение_молибдена_6,01027.23,95.918,160,168,-9.86,25.36,0,1
train_67,Антиоксидант_1,01028.23,26.931,160,168,-9.08,28.36,0,1
train_67,Антиоксидант_4,01050.22,56.357,160,168,-9.08,28.36,0,1
train_67,Антипенная_присадка_1,0940.22,3.991,160,168,-9.08,28.36,0,1
train_67,Базовое_масло_16,02959.22,84.281,160,168,-9.08,28.36,0,1
train_67,Базовое_масло_2,02596.22,55.626,160,168,-9.08,28.36,0,1
train_67,Базовое_масло_3,0754/23,45.913,160,168,-9.08,28.36,0,1
train_67,Депрессорная_присадка_3,28446.22,56.357,160,168,-9.08,28.36,0,1
train_67,Детергент_1,из 328 р-р 01295.23,21.197,160,168,-9.08,28.36,0,1
train_67,Детергент_2,02957.22,34.506,160,168,-9.08,28.36,0,1
train_67,Дисперсант_1,03067.22,56.698,160,168,-9.08,28.36,0,1
train_67,Загуститель_2,0773.22 (8.5%),43.118,160,168,-9.08,28.36,0,1
train_67,Противоизносная_присадка_1,02958.22,26.586,160,168,-9.08,28.36,0,1
train_67,Соединение_молибдена_1,COMP-2023-0003-M,38.014,160,168,-9.08,28.36,0,1
train_68,Антиоксидант_1,01028.23,0.422,160,168,-27.19,12.61,0,1
train_68,Антиоксидант_9,03606.23(2023101002),56.357,160,168,-27.19,12.61,0,1
train_68,Базовое_масло_1,01509.24,93.193,160,168,-27.19,12.61,0,1
train_68,Базовое_масло_3,01508.24,28.190,160,168,-27.19,12.61,0,1
train_68,Депрессорная_присадка_1,0800.24,26.931,160,168,-27.19,12.61,0,1
train_68,Детергент_1,03203.23,42.649,160,168,-27.19,12.61,0,1
train_68,Детергент_2,01297.23,34.506,160,168,-27.19,12.61,0,1
train_68,Дисперсант_2,01025.23,89.381,160,168,-27.19,12.61,0,1
train_68,Дисперсант_3,П-23-035,31.092,160,168,-27.19,12.61,0,1
train_68,Загуститель_3,"8,6% ЦП 28.02.2024",74.381,160,168,-27.19,12.61,0,1
train_68,Противоизносная_присадка_1,0812.24,26.586,160,168,-27.19,12.61,0,1
train_68,Соединение_молибдена_1,COMP-2023-0003-M,38.014,160,168,-27.19,12.61,0,1
train_69,Антиоксидант_1,01028.23,0.422,160,168,-26.61,11.28,0,1
train_69,Антиоксидант_9,03606.23(2023101002),56.357,160,168,-26.61,11.28,0,1
train_69,Базовое_масло_1,01509.24,93.193,160,168,-26.61,11.28,0,1
train_69,Базовое_масло_3,01508.24,28.190,160,168,-26.61,11.28,0,1
train_69,Депрессорная_присадка_1,0800.24,26.931,160,168,-26.61,11.28,0,1
train_69,Детергент_1,03203.23,42.649,160,168,-26.61,11.28,0,1
train_69,Детергент_2,01297.23,34.506,160,168,-26.61,11.28,0,1
train_69,Дисперсант_2,01025.23,89.381,160,168,-26.61,11.28,0,1
train_69,Дисперсант_3,01030.23,31.092,160,168,-26.61,11.28,0,1
train_69,Загуститель_3,"8,6% ЦП 28.02.2024",74.381,160,168,-26.61,11.28,0,1
train_69,Противоизносная_присадка_1,0812.24,26.586,160,168,-26.61,11.28,0,1
train_69,Соединение_молибдена_1,COMP-2023-0003-M,38.014,160,168,-26.61,11.28,0,1
train_70,Антиоксидант_1,01028.23,0.422,160,168,-25.66,10.78,0,1
train_70,Антиоксидант_9,03606.23(2023101002),56.357,160,168,-25.66,10.78,0,1
train_70,Базовое_масло_1,01509.24,93.193,160,168,-25.66,10.78,0,1
train_70,Базовое_масло_3,01508.24,28.190,160,168,-25.66,10.78,0,1
train_70,Депрессорная_присадка_1,0800.24,26.931,160,168,-25.66,10.78,0,1
train_70,Детергент_1,03203.23,42.649,160,168,-25.66,10.78,0,1
train_70,Детергент_2,01297.23,34.506,160,168,-25.66,10.78,0,1
train_70,Дисперсант_10,01930.24,31.092,160,168,-25.66,10.78,0,1
train_70,Дисперсант_2,01025.23,89.381,160,168,-25.66,10.78,0,1
train_70,Загуститель_3,"8,6% ЦП 28.02.2024",74.381,160,168,-25.66,10.78,0,1
train_70,Противоизносная_присадка_1,0812.24,26.586,160,168,-25.66,10.78,0,1
train_70,Соединение_молибдена_1,COMP-2023-0003-M,38.014,160,168,-25.66,10.78,0,1
train_71,Антиоксидант_1,01028.23,0.422,160,168,-26.04,11.11,0,1
train_71,Антиоксидант_9,03606.23(2023101002),56.357,160,168,-26.04,11.11,0,1
train_71,Базовое_масло_1,01509.24,93.193,160,168,-26.04,11.11,0,1
train_71,Базовое_масло_3,01508.24,28.190,160,168,-26.04,11.11,0,1
train_71,Депрессорная_присадка_1,0800.24,26.931,160,168,-26.04,11.11,0,1
train_71,Детергент_1,03203.23,42.649,160,168,-26.04,11.11,0,1
train_71,Детергент_2,01297.23,34.506,160,168,-26.04,11.11,0,1
train_71,Дисперсант_11,02688.24,31.092,160,168,-26.04,11.11,0,1
train_71,Дисперсант_2,01025.23,89.381,160,168,-26.04,11.11,0,1
train_71,Загуститель_3,"8,6% ЦП 28.02.2024",74.381,160,168,-26.04,11.11,0,1
train_71,Противоизносная_присадка_1,0812.24,26.586,160,168,-26.04,11.11,0,1
train_71,Соединение_молибдена_1,COMP-2023-0003-M,38.014,160,168,-26.04,11.11,0,1
train_72,Антиоксидант_1,01028.23,0.422,160,168,-25.32,12.53,0,1
train_72,Антиоксидант_9,03606.23(2023101002),56.357,160,168,-25.32,12.53,0,1
train_72,Базовое_масло_1,01509.24,93.193,160,168,-25.32,12.53,0,1
train_72,Базовое_масло_3,01508.24,28.190,160,168,-25.32,12.53,0,1
train_72,Депрессорная_присадка_1,0800.24,26.931,160,168,-25.32,12.53,0,1
train_72,Детергент_1,03203.23,42.649,160,168,-25.32,12.53,0,1
train_72,Детергент_2,01297.23,34.506,160,168,-25.32,12.53,0,1
train_72,Дисперсант_12,02689.24,31.092,160,168,-25.32,12.53,0,1
train_72,Дисперсант_2,01025.23,89.381,160,168,-25.32,12.53,0,1
train_72,Загуститель_3,"8,6% ЦП 28.02.2024",74.381,160,168,-25.32,12.53,0,1
train_72,Противоизносная_присадка_1,0812.24,26.586,160,168,-25.32,12.53,0,1
train_72,Соединение_молибдена_1,COMP-2023-0003-M,38.014,160,168,-25.32,12.53,0,1
train_73,Антиоксидант_1,01028.23,0.422,160,168,-27.28,12.93,0,1
train_73,Антиоксидант_9,03606.23(2023101002),56.357,160,168,-27.28,12.93,0,1
train_73,Базовое_масло_1,01509.24,93.193,160,168,-27.28,12.93,0,1
train_73,Базовое_масло_3,01508.24,28.190,160,168,-27.28,12.93,0,1
train_73,Депрессорная_присадка_1,0800.24,26.931,160,168,-27.28,12.93,0,1
train_73,Детергент_1,03203.23,42.649,160,168,-27.28,12.93,0,1
train_73,Детергент_2,01297.23,34.506,160,168,-27.28,12.93,0,1
train_73,Дисперсант_13,02690.24,31.092,160,168,-27.28,12.93,0,1
train_73,Дисперсант_2,01025.23,89.381,160,168,-27.28,12.93,0,1
train_73,Загуститель_3,"8,6% ЦП 28.02.2024",74.381,160,168,-27.28,12.93,0,1
